序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
320,嘉義,2017/01/18,16:01:00,"1,015.7",22.8,69,北,3.2,0,1
321,嘉義,2017/01/18,15:01:00,"1,015.6",23.4,67,北北西,3.4,0,1
322,嘉義,2017/01/18,14:01:00,"1,015.4",25.7,60,西北西,1.8,0,1
323,嘉義,2017/01/18,13:01:00,"1,015.8",25.7,55,西北,1.5,0,1
324,嘉義,2017/01/18,12:01:00,"1,017",24,62,北,2.3,0,1
325,嘉義,2017/01/18,11:01:00,"1,018.5",23,66,北,2.8,0,1
326,嘉義,2017/01/18,10:01:00,"1,019.2",20.5,74,北,3.8,0,0.2
327,嘉義,2017/01/18,09:01:00,"1,019.8",19.1,80,北,2.8,0,0
328,嘉義,2017/01/18,08:01:00,"1,019.5",18.5,83,北北東,3.4,0,0
329,嘉義,2017/01/18,07:01:00,"1,018.8",17.9,86,北,2.2,0,0
330,嘉義,2017/01/18,06:01:00,"1,018.8",17.9,83,北,2.6,0,0
331,嘉義,2017/01/18,05:01:00,"1,018.8",18,85,北,2.5,0,-
332,嘉義,2017/01/18,04:01:00,"1,018.6",17.9,87,北北東,2.6,0,-
333,嘉義,2017/01/18,03:01:00,"1,018.6",18,87,北,1.9,0,-
334,嘉義,2017/01/18,02:01:00,"1,018.8",18.1,85,北,1.3,0,-
335,嘉義,2017/01/18,01:01:00,"1,018.8",18,85,北,1.9,0,-
336,嘉義,2017/01/18,00:01:00,"1,017.4",18.4,86,北北東,1.9,0,-
337,嘉義,2017/01/17,23:01:00,"1,019",17.3,85,,1.1,0,-
338,嘉義,2017/01/17,22:01:00,"1,018.8",17.6,83,,0.9,0,-
339,嘉義,2017/01/17,21:01:00,"1,018.4",17.9,81,,1.5,0,-
340,嘉義,2017/01/17,20:01:00,"1,018",18.3,79,,2.4,0,-
341,嘉義,2017/01/17,19:01:00,"1,017.4",18.7,77,,2.4,0,0
342,嘉義,2017/01/17,18:01:00,"1,016.7",19.7,72,,2.8,0,0
343,嘉義,2017/01/17,17:01:00,"1,015.9",21,66,,2.6,0,0.1
344,嘉義,2017/01/17,16:01:00,"1,015.6",21.6,64,,3.6,0,0.8
345,嘉義,2017/01/17,15:01:00,"1,015.3",22.3,64,,3.7,0,0.8
346,嘉義,2017/01/17,14:01:00,"1,015.6",22.7,65,,3.4,0,0.2
347,嘉義,2017/01/17,13:01:00,"1,015.9",23.9,55,,1.8,0,0.9
348,嘉義,2017/01/17,12:01:00,"1,016.8",23.4,57,,2.7,0,0.9
349,嘉義,2017/01/17,11:01:00,"1,017.9",22.3,63,,2.1,0,1
350,嘉義,2017/01/17,10:01:00,"1,018.5",19.6,69,,1.7,0,0.7
351,嘉義,2017/01/17,09:01:00,"1,018.5",18.7,74,,2.5,0,0.9
352,嘉義,2017/01/17,08:01:00,"1,018.2",16,83,,1.8,0,0
353,嘉義,2017/01/17,07:01:00,"1,017.7",14.6,85,,0.7,0,0
354,嘉義,2017/01/17,06:01:00,"1,016.8",15.2,83,,0.4,0,0
355,嘉義,2017/01/17,05:01:00,"1,016.7",15.9,81,,0.8,0,-
356,嘉義,2017/01/17,04:01:00,"1,016.6",15.6,80,,0.9,0,-
357,嘉義,2017/01/17,03:01:00,"1,017.1",15.6,83,,0.2,0,-
358,嘉義,2017/01/17,02:01:00,"1,016.9",15,84,,0.7,0,-
359,嘉義,2017/01/17,01:01:00,"1,016.4",14.8,83,,0.2,0,-
360,嘉義,2017/01/17,00:01:00,"1,018.9",17.6,86,,1.5,0,-
361,嘉義,2017/01/16,23:01:00,"1,017.1",16,78,西北西,0.4,0,-
362,嘉義,2017/01/16,22:01:00,"1,017",15.5,79,靜風,0.2,0,-
363,嘉義,2017/01/16,21:01:00,"1,016.7",16.3,77,西北西,0.3,0,-
364,嘉義,2017/01/16,20:01:00,"1,016.1",17.4,71,北北西,0.3,0,-
365,嘉義,2017/01/16,19:01:00,"1,015.4",18.8,66,西北,1.5,0,0
366,嘉義,2017/01/16,18:01:00,"1,014.5",19.9,63,北北西,1.9,0,0
367,嘉義,2017/01/16,17:01:00,"1,013.6",21,60,北,2.6,0,0.4
368,嘉義,2017/01/16,16:01:00,"1,013.2",21.8,59,北,1,0,0.9
369,嘉義,2017/01/16,15:01:00,"1,013.3",22.2,60,西北,1.4,0,0.9
370,嘉義,2017/01/16,14:01:00,"1,013.5",20.8,63,西北西,2,0,1
371,嘉義,2017/01/16,13:01:00,"1,014.7",20.7,65,北,1.5,0,0.5
372,嘉義,2017/01/16,12:01:00,"1,015.9",19.1,69,北北西,1.6,0,0
373,嘉義,2017/01/16,11:01:00,"1,016.8",18.2,73,東北,1.9,0,0
374,嘉義,2017/01/16,10:01:00,"1,017.1",17.9,74,北北西,1.4,0,0.3
375,嘉義,2017/01/16,09:01:00,"1,016.9",16.3,79,北北東,1.3,0,0
376,嘉義,2017/01/16,08:01:00,"1,016.5",15.4,81,北,2.8,0,0
377,嘉義,2017/01/16,07:01:00,"1,016.3",14.8,83,北,2,0,0
378,嘉義,2017/01/16,06:01:00,"1,016.2",14.9,82,北北東,2.5,0,0
379,嘉義,2017/01/16,05:01:00,"1,016",15,82,北,1.9,0,-
380,嘉義,2017/01/16,04:01:00,"1,015.6",15.4,78,北北西,1.9,0,-
381,嘉義,2017/01/16,03:01:00,"1,015.5",15.1,79,北,1.7,0,-
382,嘉義,2017/01/16,02:01:00,"1,016",15.3,76,北,2.9,0,-
383,嘉義,2017/01/16,01:01:00,"1,016.3",15.4,75,北,2.2,0,-
384,嘉義,2017/01/16,00:01:00,"1,016.9",16.2,76,北,1.1,0,-
385,嘉義,2017/01/15,23:01:00,"1,016.1",15.4,75,北北東,2,0,-
386,嘉義,2017/01/15,22:01:00,"1,016.1",15.4,75,北北東,2.4,0,-
387,嘉義,2017/01/15,21:01:00,"1,016.3",16.4,72,北,1.9,0,-
388,嘉義,2017/01/15,20:01:00,"1,015.8",16.5,71,北,2.6,0,-
389,嘉義,2017/01/15,19:01:00,"1,015.3",17,70,北,2.2,0,0
390,嘉義,2017/01/15,18:01:00,"1,014.6",18,68,北,3.2,0,0
391,嘉義,2017/01/15,17:01:00,"1,013.9",19.2,69,北,2.9,0,0.1
392,嘉義,2017/01/15,16:01:00,"1,013.9",20.4,68,北,3,0,0.5
393,嘉義,2017/01/15,15:01:00,"1,013.7",20,67,北北東,3.6,0,0.3
394,嘉義,2017/01/15,14:01:00,"1,013.8",20.3,67,北,2,0,0.2
395,嘉義,2017/01/15,13:01:00,"1,014.7",19.2,69,北北東,2.1,0,0
396,嘉義,2017/01/15,12:01:00,"1,015.6",18.9,68,北,2,0,0.3
397,嘉義,2017/01/15,11:01:00,"1,016.5",17.7,73,北北西,2,0,0
398,嘉義,2017/01/15,10:01:00,"1,016.9",16.1,78,北北東,2.9,0,0
399,嘉義,2017/01/15,09:01:00,"1,017.1",16,78,北,1.4,0,0
400,嘉義,2017/01/15,08:01:00,"1,016.4",15.3,80,北北東,2.2,0,0
401,嘉義,2017/01/15,07:01:00,"1,015.6",14.9,82,北北西,1.9,0,0
402,嘉義,2017/01/15,06:01:00,"1,015",15,81,北,1.9,0,0
403,嘉義,2017/01/15,05:01:00,"1,014.5",15,81,北,1.1,0,-
404,嘉義,2017/01/15,04:01:00,"1,014.2",15.2,80,北,2.5,0,-
405,嘉義,2017/01/15,03:01:00,"1,014.6",15.8,78,北,1.3,0,-
406,嘉義,2017/01/15,02:01:00,"1,015.1",16.1,76,北北西,1.1,0,-
407,嘉義,2017/01/15,01:01:00,"1,015.4",16.1,75,北,0.8,0,-
408,嘉義,2017/01/15,00:01:00,"1,016.5",15.5,75,西北,1.3,0,-
409,嘉義,2017/01/14,23:01:00,"1,015.1",16.3,74,北,1.7,0,-
410,嘉義,2017/01/14,22:01:00,"1,015",16.3,73,北,2.1,0,-
411,嘉義,2017/01/14,21:01:00,"1,014.7",16.6,73,北,1.6,0,-
412,嘉義,2017/01/14,20:01:00,"1,014.6",16.9,74,北,1.4,0,-
413,嘉義,2017/01/14,19:01:00,"1,014.2",17.4,72,北,2.9,0,0
414,嘉義,2017/01/14,18:01:00,"1,013.3",17.9,74,西北西,0.9,0,0
415,嘉義,2017/01/14,17:01:00,"1,012.2",17.7,80,東北東,1.8,0,0
416,嘉義,2017/01/14,16:01:00,"1,011.8",18.2,79,東北,2.4,0,0
417,嘉義,2017/01/14,15:01:00,"1,011.7",17.7,79,北,2.1,0,0
418,嘉義,2017/01/14,14:01:00,"1,011.5",17,81,北北東,2.8,0,0.2
419,嘉義,2017/01/14,13:01:00,"1,012.6",15.6,85,北北東,3.3,0,0
420,嘉義,2017/01/14,12:01:00,"1,013.4",14.6,88,北,2.9,0,0
421,嘉義,2017/01/14,11:01:00,"1,014.2",14.2,89,北,2.3,1,0
422,嘉義,2017/01/14,10:01:00,"1,015",14.1,88,北,2.4,0,0
423,嘉義,2017/01/14,09:01:00,"1,014.6",14.1,88,北,3,1,0
424,嘉義,2017/01/14,08:01:00,"1,013.8",14,86,北,3.8,0,0
425,嘉義,2017/01/14,07:01:00,"1,012.9",14.6,87,北,3.3,0,0
426,嘉義,2017/01/14,06:01:00,"1,012.3",14.9,87,北,3,0,0
427,嘉義,2017/01/14,05:01:00,"1,011.5",15.2,87,北,2.8,0,-
428,嘉義,2017/01/14,04:01:00,"1,011.4",15.2,87,北,3,0,-
429,嘉義,2017/01/14,03:01:00,"1,011.5",15.4,84,北北東,2.7,0,-
430,嘉義,2017/01/14,02:01:00,"1,011.4",15.8,85,北北西,1.6,0,-
431,嘉義,2017/01/14,01:01:00,"1,011.8",15.8,83,北,2.4,0,-
432,嘉義,2017/01/14,00:01:00,"1,015.4",16.1,74,北,1.6,0,-
433,嘉義,2017/01/13,23:01:00,"1,011.8",16.2,83,北,2.5,0,-
434,嘉義,2017/01/13,22:01:00,"1,012",16.4,82,北,3.5,0,-
435,嘉義,2017/01/13,21:01:00,"1,011.8",16.6,80,北,2.3,0,-
436,嘉義,2017/01/13,20:01:00,"1,011.1",17.4,76,北,3,0,-
437,嘉義,2017/01/13,19:01:00,"1,010.6",17.6,75,北,3.5,0,0
438,嘉義,2017/01/13,18:01:00,"1,010",18.3,73,北,3.3,0,0
439,嘉義,2017/01/13,17:01:00,"1,009.6",18.5,72,北,3.4,0,0
440,嘉義,2017/01/13,16:01:00,"1,009.4",20.5,67,北,3.4,0,0
441,嘉義,2017/01/13,15:01:00,"1,009.1",21.3,66,北,3.3,0,0
442,嘉義,2017/01/13,14:01:00,"1,008.9",22.7,65,北北西,3,0,0
443,嘉義,2017/01/13,13:01:00,"1,008.9",23.1,66,北,1.9,0,0.5
444,嘉義,2017/01/13,12:01:00,"1,009.9",22.9,68,北,2.5,0,0.5
445,嘉義,2017/01/13,11:01:00,"1,011",21.1,72,北,2.9,0,0
446,嘉義,2017/01/13,10:01:00,"1,011.7",20.3,74,北,2.5,0,0
447,嘉義,2017/01/13,09:01:00,"1,011.5",19.7,78,北,2.8,0,0
448,嘉義,2017/01/13,08:01:00,"1,011.1",19.5,81,北,1.9,0,0
449,嘉義,2017/01/13,07:01:00,"1,010.5",19.2,83,北,2.5,0,0
450,嘉義,2017/01/13,06:01:00,"1,009.9",19.4,84,北,2.3,0,0
451,嘉義,2017/01/13,05:01:00,"1,009.5",19.3,84,北,2.5,0,-
452,嘉義,2017/01/13,04:01:00,"1,010",19.4,84,北,2.3,0,-
453,嘉義,2017/01/13,03:01:00,"1,010.3",19.4,84,北,2.1,0,-
454,嘉義,2017/01/13,02:01:00,"1,010.8",19.3,85,北北西,2.2,0,-
455,嘉義,2017/01/13,01:01:00,"1,010.5",19.2,85,北,1.4,0,-
456,嘉義,2017/01/13,00:01:00,"1,011.8",16.1,82,北,2.7,0,-
457,嘉義,2017/01/12,23:01:00,"1,011.4",19.4,83,北北西,1.1,0,-
458,嘉義,2017/01/12,22:01:00,"1,011.5",19.3,83,北,2,0,-
459,嘉義,2017/01/12,21:01:00,"1,011.4",19.2,83,北,2.7,0,-
460,嘉義,2017/01/12,20:01:00,"1,011.3",19.4,82,北,2.9,0,-
461,嘉義,2017/01/12,19:01:00,"1,010.7",19.3,83,北,3.3,0,0
462,嘉義,2017/01/12,18:01:00,"1,010",19.7,81,北,2.7,0,0
463,嘉義,2017/01/12,17:01:00,"1,009.6",21.3,76,北,3.1,0,0
464,嘉義,2017/01/12,16:01:00,"1,009.2",22.9,71,北北西,3.3,0,0
465,嘉義,2017/01/12,15:01:00,"1,008.8",24.6,66,西北,1.9,0,0.1
466,嘉義,2017/01/12,14:01:00,"1,009.2",24.8,63,西,0.7,0,0.5
467,嘉義,2017/01/12,13:01:00,"1,010",24.4,65,北北西,1.9,0,0.1
468,嘉義,2017/01/12,12:01:00,"1,011.2",23.3,66,北北西,2.3,0,0.3
469,嘉義,2017/01/12,11:01:00,"1,012.1",23.1,69,北北西,1.5,0,0.3
470,嘉義,2017/01/12,10:01:00,"1,012.8",22.1,71,西,1.8,0,0.6
471,嘉義,2017/01/12,09:01:00,"1,012.2",21,75,北,1.8,0,0.5
472,嘉義,2017/01/12,08:01:00,"1,012.2",19.3,83,東北東,1.5,0,0.2
473,嘉義,2017/01/12,07:01:00,"1,012.6",18.3,85,北北東,2.3,0,0
474,嘉義,2017/01/12,06:01:00,"1,012.4",18.5,84,北,1.3,0,0
475,嘉義,2017/01/12,05:01:00,"1,012.6",18.6,84,北北東,1.6,0,-
476,嘉義,2017/01/12,04:01:00,"1,012.6",18.7,84,北北西,0.6,0,-
477,嘉義,2017/01/12,03:01:00,"1,012.7",18.6,84,東南東,0.4,0,-
478,嘉義,2017/01/12,02:01:00,"1,013.2",18.7,83,靜風,0,0,-
479,嘉義,2017/01/12,01:01:00,"1,013.5",18.4,83,北,0.6,0,-
480,嘉義,2017/01/12,00:01:00,"1,011",19.2,85,北北東,0.9,0,-
481,嘉義,2017/01/11,23:01:00,"1,014.6",19.2,80,北北東,1.5,0,-
482,嘉義,2017/01/11,22:01:00,"1,014.7",19.3,80,北北西,1.1,0,-
483,嘉義,2017/01/11,21:01:00,"1,014.3",19.4,79,西北西,1,0,-
484,嘉義,2017/01/11,20:01:00,"1,014.1",19.3,78,北北西,1.5,0,-
485,嘉義,2017/01/11,19:01:00,"1,013.4",19.8,75,北北西,1.3,0,0
486,嘉義,2017/01/11,18:01:00,"1,012.6",20.7,72,北北西,2.1,0,0
487,嘉義,2017/01/11,17:01:00,"1,011.9",22.1,65,西北,2.8,0,0.1
488,嘉義,2017/01/11,16:01:00,"1,011",24.3,61,北北西,3.1,0,1
489,嘉義,2017/01/11,15:01:00,"1,010.7",25.8,55,北北西,2.5,0,1
490,嘉義,2017/01/11,14:01:00,"1,011.3",26.3,47,北,1.8,0,1
491,嘉義,2017/01/11,13:01:00,"1,012.2",25.4,50,北北西,1.1,0,1
492,嘉義,2017/01/11,12:01:00,"1,013.7",24.4,54,北北西,2.5,0,1
493,嘉義,2017/01/11,11:01:00,"1,015",23.1,59,北,1.3,0,1
494,嘉義,2017/01/11,10:01:00,"1,015.9",21.3,67,西北,0.5,0,1
495,嘉義,2017/01/11,09:01:00,"1,016",18.7,75,北,1.6,0,0.8
496,嘉義,2017/01/11,08:01:00,"1,015.5",16.9,87,東北東,0.9,0,0.4
497,嘉義,2017/01/11,07:01:00,"1,015.2",14.7,86,靜風,0.1,0,0
498,嘉義,2017/01/11,06:01:00,"1,014.7",14.9,84,靜風,0.2,0,0
499,嘉義,2017/01/11,05:01:00,"1,014.4",14.7,85,東北,0.5,0,-
500,嘉義,2017/01/11,04:01:00,"1,014.5",15.8,83,北,1.3,0,-
501,嘉義,2017/01/11,03:01:00,"1,014.2",15.5,85,北,0.9,0,-
502,嘉義,2017/01/11,02:01:00,"1,014.4",16.6,81,北,1.3,0,-
503,嘉義,2017/01/11,01:01:00,"1,014.8",16.5,81,東北,1.1,0,-
504,嘉義,2017/01/11,00:01:00,"1,014",19,81,北北東,1,0,-
505,嘉義,2017/01/10,23:01:00,"1,015.3",16.7,81,東北,1.1,0,-
506,嘉義,2017/01/10,22:01:00,"1,015.8",17.1,81,北,0.9,0,-
507,嘉義,2017/01/10,21:01:00,"1,015.5",17.4,81,靜風,0.2,0,-
508,嘉義,2017/01/10,20:01:00,"1,015",18.3,77,西北西,0.3,0,-
509,嘉義,2017/01/10,19:01:00,"1,014.3",19.1,75,北,1.9,0,0
510,嘉義,2017/01/10,18:01:00,"1,013.6",20.8,70,西北西,1.1,0,0
511,嘉義,2017/01/10,17:01:00,"1,013",23.5,59,西北,1.5,0,0.7
512,嘉義,2017/01/10,16:01:00,"1,012.5",25,51,北北西,1.8,0,1
513,嘉義,2017/01/10,15:01:00,"1,012.2",25.4,51,北,1.9,0,1
514,嘉義,2017/01/10,14:01:00,"1,012.5",25,52,北,1.4,0,1
515,嘉義,2017/01/10,13:01:00,"1,013.5",24.5,53,北,2.5,0,1
516,嘉義,2017/01/10,12:01:00,"1,014.7",23.1,56,西北,1.6,0,1
517,嘉義,2017/01/10,11:01:00,"1,015.5",21.8,61,北,2.1,0,1
518,嘉義,2017/01/10,10:01:00,"1,016.2",19.7,67,北,1.8,0,1
519,嘉義,2017/01/10,09:01:00,"1,016.2",17.8,72,北北東,2.3,0,1
520,嘉義,2017/01/10,08:01:00,"1,015.8",16.3,76,北,1.7,0,0
521,嘉義,2017/01/10,07:01:00,"1,014.7",15.4,80,北北東,1.8,0,0
522,嘉義,2017/01/10,06:01:00,"1,014.1",15.1,80,北,1.7,0,0
523,嘉義,2017/01/10,05:01:00,"1,013.3",15.2,80,北北東,2.3,0,-
524,嘉義,2017/01/10,04:01:00,"1,013",15,80,北,1.9,0,-
525,嘉義,2017/01/10,03:01:00,"1,012.9",15.3,80,北,1.5,0,-
526,嘉義,2017/01/10,02:01:00,"1,013.1",15.4,79,北,1.9,0,-
527,嘉義,2017/01/10,01:01:00,"1,013.4",15.7,78,北,2.1,0,-
528,嘉義,2017/01/10,00:01:00,"1,015",17,82,北,0.7,0,-
529,嘉義,2017/01/09,23:01:00,"1,013.6",16.8,75,北,1.5,0,-
530,嘉義,2017/01/09,22:01:00,"1,013.4",17,74,北,1.5,0,-
531,嘉義,2017/01/09,21:01:00,"1,013",17.5,73,西北,0.8,0,-
532,嘉義,2017/01/09,20:01:00,"1,012.8",17.9,74,北北西,0.7,0,-
533,嘉義,2017/01/09,19:01:00,"1,012.1",18.7,73,西北西,0.3,0,0
534,嘉義,2017/01/09,18:01:00,"1,011.3",20,68,北北西,1.5,0,0
535,嘉義,2017/01/09,17:01:00,"1,010.6",21.6,63,北北西,3,0,0.6
536,嘉義,2017/01/09,16:01:00,"1,009.8",23.3,59,北北西,3.2,0,1
537,嘉義,2017/01/09,15:01:00,"1,009.2",25,57,北北西,3.5,0,1
538,嘉義,2017/01/09,14:01:00,"1,009.3",26.7,50,北北西,2.3,0,1
539,嘉義,2017/01/09,13:01:00,"1,010",26.3,53,北北西,1.9,0,1
540,嘉義,2017/01/09,12:01:00,"1,011.4",25.1,60,西北,1.2,0,1
541,嘉義,2017/01/09,11:01:00,"1,012.5",23,66,北北東,1.7,0,1
542,嘉義,2017/01/09,10:01:00,"1,013.2",21.3,70,北,2.1,0,1
543,嘉義,2017/01/09,09:01:00,"1,013.2",19.5,76,北,2.3,0,1
544,嘉義,2017/01/09,08:01:00,"1,012.5",18,86,北,1.1,0,0.6
545,嘉義,2017/01/09,07:01:00,"1,011.8",16.3,87,靜風,0.2,0,0
546,嘉義,2017/01/09,06:01:00,"1,011.1",16.8,86,北,0.8,0,0
547,嘉義,2017/01/09,05:01:00,"1,010.4",16.3,87,北北東,1.9,0,-
548,嘉義,2017/01/09,04:01:00,"1,010",17.3,85,北,1.7,0,-
549,嘉義,2017/01/09,03:01:00,"1,009.9",17.4,85,北,1.8,0,-
550,嘉義,2017/01/09,02:01:00,"1,009.6",17.9,85,北,1.7,0,-
551,嘉義,2017/01/09,01:01:00,"1,009.8",17.9,85,東北東,0.7,0,-
552,嘉義,2017/01/09,00:01:00,"1,013.6",16.3,77,北,1.1,0,-
553,嘉義,2017/01/08,23:01:00,"1,010.5",18.8,82,北,0.3,0,-
554,嘉義,2017/01/08,22:01:00,"1,010.6",19.2,81,靜風,0,0,-
555,嘉義,2017/01/08,21:01:00,"1,010",19.9,79,北北西,1.1,0,-
556,嘉義,2017/01/08,20:01:00,"1,009.9",20.6,76,北,2.3,0,-
557,嘉義,2017/01/08,19:01:00,"1,009.3",21.1,76,北北西,1.5,0,0
558,嘉義,2017/01/08,18:01:00,"1,008.2",22,74,北,2.6,0,0
559,嘉義,2017/01/08,17:01:00,"1,007.4",23.9,69,西北,3,0,0.6
560,嘉義,2017/01/08,16:01:00,"1,006.5",26.4,60,北北西,2.6,0,1
561,嘉義,2017/01/08,15:01:00,"1,006.2",27.6,57,北北西,2.6,0,1
562,嘉義,2017/01/08,14:01:00,"1,006.6",27.5,56,北北西,3.3,0,1
563,嘉義,2017/01/08,13:01:00,"1,007.3",27.5,53,北,3.4,0,1
564,嘉義,2017/01/08,12:01:00,"1,008.8",27,58,北,3.4,0,1
565,嘉義,2017/01/08,11:01:00,"1,009.8",26.8,56,北北西,2.9,0,1
566,嘉義,2017/01/08,10:01:00,"1,010.6",25.9,59,北,3.8,0,1
567,嘉義,2017/01/08,09:01:00,"1,010.6",24.1,66,北,2.7,0,1
568,嘉義,2017/01/08,08:01:00,"1,010",19.3,93,靜風,0.1,0,0.6
569,嘉義,2017/01/08,07:01:00,"1,009.8",17.2,88,東北,0.3,0,0
570,嘉義,2017/01/08,06:01:00,"1,009.2",17.4,89,靜風,0,0,0
571,嘉義,2017/01/08,05:01:00,"1,008.7",17.5,90,東北,0.3,0,-
572,嘉義,2017/01/08,04:01:00,"1,008.5",17.5,91,靜風,0.2,0,-
573,嘉義,2017/01/08,03:01:00,"1,008.8",18.7,88,靜風,0.1,0,-
574,嘉義,2017/01/08,02:01:00,"1,009.2",18.7,89,東北東,1.4,0,-
575,嘉義,2017/01/08,01:01:00,"1,009.6",19,88,北北東,0.7,0,-
576,嘉義,2017/01/08,00:01:00,"1,010.3",18.3,84,北,0.9,0,-
577,嘉義,2017/01/07,23:01:00,"1,009.4",19.9,86,北北西,0.9,0,-
578,嘉義,2017/01/07,22:01:00,"1,009.4",19.7,87,北,1.1,0,-
579,嘉義,2017/01/07,21:01:00,"1,009.4",20,85,北北東,0.3,0,-
580,嘉義,2017/01/07,20:01:00,"1,009.5",21.1,81,北,2,0,-
581,嘉義,2017/01/07,19:01:00,"1,009.2",21.9,78,北,1.5,0,0
582,嘉義,2017/01/07,18:01:00,"1,008.7",22.7,74,北,1.8,0,0
583,嘉義,2017/01/07,17:01:00,"1,008.3",24.6,67,北,2.8,0,0
584,嘉義,2017/01/07,16:01:00,"1,007.8",25.1,63,北北西,1.7,0,0
585,嘉義,2017/01/07,15:01:00,"1,007.5",25.6,62,西北西,1.8,0,0.2
586,嘉義,2017/01/07,14:01:00,"1,007.8",26.1,62,西,1.3,0,0.7
587,嘉義,2017/01/07,13:01:00,"1,008.7",25.3,64,西北西,1.1,0,0.1
588,嘉義,2017/01/07,12:01:00,"1,009.8",26,66,北,1.6,0,0.7
589,嘉義,2017/01/07,11:01:00,"1,010.7",25,69,西北西,2,0,0.2
590,嘉義,2017/01/07,10:01:00,"1,011.2",24.2,70,東南,1,0,0.7
591,嘉義,2017/01/07,09:01:00,"1,011.2",21.5,85,南南西,1.8,0,0.3
592,嘉義,2017/01/07,08:01:00,"1,011",19.7,92,靜風,0,0,0
593,嘉義,2017/01/07,07:01:00,"1,010.8",17.9,91,靜風,0,0,0
594,嘉義,2017/01/07,06:01:00,"1,010.5",19,88,靜風,0,0,0
595,嘉義,2017/01/07,05:01:00,"1,010.7",19.5,89,北,1.5,0,-
596,嘉義,2017/01/07,04:01:00,"1,010.6",19.3,89,北北西,1.4,0,-
597,嘉義,2017/01/07,03:01:00,"1,009.9",18.6,88,靜風,0,0,-
598,嘉義,2017/01/07,02:01:00,"1,010.8",18.7,88,北北東,1,0,-
599,嘉義,2017/01/07,01:01:00,"1,011.5",19.7,87,東北東,1.4,0,-
600,嘉義,2017/01/07,00:01:00,"1,009.7",19.4,87,靜風,0.1,0,-
601,嘉義,2017/01/06,23:01:00,"1,011.6",19.6,87,西北西,0.6,0,-
602,嘉義,2017/01/06,22:01:00,"1,011.7",20.1,85,北,0.5,0,-
603,嘉義,2017/01/06,21:01:00,"1,011.8",20,84,靜風,0.1,0,-
604,嘉義,2017/01/06,20:01:00,"1,011.7",20.7,83,北北西,1.3,0,-
605,嘉義,2017/01/06,19:01:00,"1,011.4",21.1,81,北,2.4,0,0
606,嘉義,2017/01/06,18:01:00,"1,010.7",21.3,79,北,2.5,0,0
607,嘉義,2017/01/06,17:01:00,"1,010.4",21.9,75,北,3,0,0
608,嘉義,2017/01/06,16:01:00,"1,010",22.9,73,北北西,2.7,0,0
609,嘉義,2017/01/06,15:01:00,"1,009.6",25.9,61,北北西,2,0,0.9
610,嘉義,2017/01/06,14:01:00,"1,010",25.6,60,北,2.3,0,1
611,嘉義,2017/01/06,13:01:00,"1,010.7",25,63,北北西,1.7,0,1
612,嘉義,2017/01/06,12:01:00,"1,011.8",23.3,70,北,1.8,0,1
613,嘉義,2017/01/06,11:01:00,"1,012.9",22.2,76,北北東,2.8,0,0.2
614,嘉義,2017/01/06,10:01:00,"1,013.5",19,90,北,2.6,0,0
615,嘉義,2017/01/06,09:01:00,"1,013.9",18.4,98,東北,2.2,0,0
616,嘉義,2017/01/06,08:01:00,"1,013.4",18.3,96,北北東,1.3,0,0
617,嘉義,2017/01/06,07:01:00,"1,012.9",18,94,北,1.4,0,0
618,嘉義,2017/01/06,06:01:00,"1,012.7",17.6,94,北北東,1.5,0,0
619,嘉義,2017/01/06,05:01:00,"1,012.7",17.4,93,東北,1.1,0,-
620,嘉義,2017/01/06,04:01:00,"1,012.2",16.7,95,東北東,1.2,0,-
621,嘉義,2017/01/06,03:01:00,"1,012.2",16.7,94,西,0.5,0,-
622,嘉義,2017/01/06,02:01:00,"1,012.2",16.9,90,靜風,0.1,0,-
623,嘉義,2017/01/06,01:01:00,"1,012.8",17.1,88,東北東,0.9,0,-
624,嘉義,2017/01/06,00:01:00,"1,011.5",20,86,北,3.1,0,-
625,嘉義,2017/01/05,23:01:00,"1,013.4",18.4,86,東北,0.8,0,-
626,嘉義,2017/01/05,22:01:00,"1,014",19.4,86,北北東,1.9,0,-
627,嘉義,2017/01/05,21:01:00,"1,013.6",19.2,85,北,1.5,0,-
628,嘉義,2017/01/05,20:01:00,"1,013.2",19.7,84,北,2.4,0,-
629,嘉義,2017/01/05,19:01:00,"1,012.7",20.6,80,北北西,1.1,0,0
630,嘉義,2017/01/05,18:01:00,"1,012",21.7,77,北,2.6,0,0
631,嘉義,2017/01/05,17:01:00,"1,011.4",23.5,70,西北,2.7,0,0.6
632,嘉義,2017/01/05,16:01:00,"1,010.6",25.8,58,西北西,1.9,0,1
633,嘉義,2017/01/05,15:01:00,"1,010.4",26.1,57,西北西,1.5,0,0.9
634,嘉義,2017/01/05,14:01:00,"1,011.2",25.8,61,西,2.3,0,0.7
635,嘉義,2017/01/05,13:01:00,"1,011.9",26.2,59,西北西,0.5,0,0.6
636,嘉義,2017/01/05,12:01:00,"1,013.1",25.1,65,西北,1.8,0,0.1
637,嘉義,2017/01/05,11:01:00,"1,014.1",24.4,65,西北西,1.4,0,0.3
638,嘉義,2017/01/05,10:01:00,"1,014.4",23.6,68,西北,1.4,0,0.9
639,嘉義,2017/01/05,09:01:00,"1,014.3",22.7,77,靜風,0.1,0,0.5
